House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
43,Watson Avenue,Anne,Holland,13,Daughter,NA,Female,Student,None,NA
44,Watson Avenue,Rachel,Cartwright,21,Head,Single,Female,University Student,None,Muslim
1,Newry Walks,Tracey,Wood,48,Head,Married,Female,"Engineer, land",None,None
1,Newry Walks,Jay,Wood,50,Husband,Married,Male,"Investment banker, corporate",None,None
1,Newry Walks,Kim,Wood,29,Daughter,Single,Female,Unemployed,None,None
1,Newry Walks,Karen,Wood,28,Daughter,Single,Female,Legal executive,None,None
1,Newry Walks,Harriet,Wood,6,Daughter,NA,Female,Student,None,NA
2,Newry Walks,Judith,Fisher,69,Head,Married,Female,Retired Metallurgist,None,None
2,Newry Walks,Neil,Fisher,70,Husband,Married,Male,Retired Museum/gallery curator,None,None
2,Newry Walks,Karl,Fisher,44,Son,Single,Male,Management consultant,None,None
2,Newry Walks,Hugh,Fisher,40,Son,Single,Male,Recycling officer,None,None
2,Newry Walks,Wayne,Fisher,39,Son,Single,Male,"Nurse, adult",None,None
2,Newry Walks,Melanie,Fisher,36,Daughter,Single,Female,Unemployed,None,None
2,Newry Walks,Andrew,Fisher,36,Son,Single,Male,Science writer,None,None
2,Newry Walks,Robert,Fisher,33,Son,Divorced,Male,Occupational therapist,None,None
2,Newry Walks,Andrew,Wood-Fisher,33,Son,Single,Male,Banker,None,None
2,Newry Walks,Jacqueline,Wood-Fisher,30,Daughter,Single,Female,Clinical biochemist,None,None
2,Newry Walks,Garry,Ali-Wood-Fisher,26,Son,Single,Male,"Engineer, chemical",None,None
2,Newry Walks,Charlene,Ali-Wood-Fisher,15,Daughter,NA,Female,Student,None,NA
3,Newry Walks,Elaine,Griffiths,63,Head,Married,Female,"Scientist, audiological",None,Christian
3,Newry Walks,Edward,Griffiths,65,Husband,Married,Male,Podiatrist,None,None
3,Newry Walks,Harry,Griffiths,21,Son,Divorced,Male,University Student,None,None
3,Newry Walks,Linda,Griffiths,18,Daughter,Single,Female,Student,None,None
3,Newry Walks,Martin,Griffiths,16,Son,NA,Male,Student,None,NA
4,Newry Walks,Sheila,Lane,51,Head,Married,Female,Primary school teacher,None,None
4,Newry Walks,Conor,Lane,53,Husband,Married,Male,Chiropodist,None,None
4,Newry Walks,Samantha,Lane,19,Daughter,Single,Female,University Student,None,None
4,Newry Walks,Donna,Lane,17,Daughter,NA,Female,Student,None,NA
4,Newry Walks,Claire,Lane,16,Daughter,NA,Female,Student,None,NA
5,Newry Walks,Jayne,Robson,60,Head,Single,Female,Licensed conveyancer,None,Christian
5,Newry Walks,Leigh,Douglas,63,Partner,Single,Male,Animal nutritionist,None,None
5,Newry Walks,Grace,Robson,23,Daughter,Single,Female,"Engineer, manufacturing systems",None,None
5,Newry Walks,Sara,Robson,19,Daughter,Divorced,Female,University Student,None,Christian
5,Newry Walks,Ashleigh,Robson,15,Daughter,NA,Female,Student,None,NA
6,Newry Walks,Josephine,Connolly,60,Head,Divorced,Female,Building surveyor,None,Methodist
6,Newry Walks,Terry,Connolly,22,Son,Single,Male,University Student,Disabled,Methodist
6,Newry Walks,Eric,Connolly,20,Son,Single,Male,University Student,None,Methodist
6,Newry Walks,Dominic,Connolly,16,Son,NA,Male,Student,None,NA
6,Newry Walks,Douglas,Connolly,11,Son,NA,Male,Student,None,NA
6,Newry Walks,Lisa,Connolly,9,Daughter,NA,Female,Student,None,NA
6,Newry Walks,Kyle,Connolly,5,Son,NA,Male,Student,None,NA
6,Newry Walks,Maurice,Connolly,2,Son,NA,Male,Child,None,NA
6,Newry Walks,Natasha,Watson,42,Sibling,Single,Female,Commercial horticulturist,None,Methodist
6,Newry Walks,Karen,Allan,21,Lodger,Single,Female,University Student,None,Catholic
6,Newry Walks,Gillian,Burton,31,Lodger,Widowed,Female,Clinical cytogeneticist,None,None
6,Newry Walks,Frank,Wheeler,44,Lodger,Single,Male,Database administrator,None,Catholic
6,Newry Walks,Kirsty,Hargreaves,44,Cousin,Single,Female,Theatre manager,None,Christian
6,Newry Walks,Glenn,Patterson,44,Visitor,Single,Male,Estate manager/land agent,None,Catholic
6,Newry Walks,Ann,Carr,25,Visitor,Single,Female,Technical author,None,Christian
6,Newry Walks,Sian,Richardson,22,Lodger,Single,Female,University Student,None,None
6,Newry Walks,Bruce,Barnett,45,Lodger,Single,Male,Unemployed,None,Catholic
7,Newry Walks,Janice,Bell,65,Head,Married,Female,Musician,None,Christian
7,Newry Walks,Duncan,Bell,70,Husband,Married,Male,Retired Civil Service fast streamer,None,None
7,Newry Walks,Hayley,Bell,25,Daughter,Single,Female,Unemployed,None,Christian
7,Newry Walks,Nicholas,Bell,22,Son,Single,Male,University Student,None,Christian
7,Newry Walks,Stanley,Bell,15,Son,NA,Male,Student,None,NA
8,Newry Walks,Judith,Edwards,68,Head,Widowed,Female,Unemployed,None,Christian
8,Newry Walks,Leslie,Edwards,34,Son,Single,Male,Learning mentor,None,None
8,Newry Walks,Sally,Edwards,33,Daughter,Single,Female,Quality manager,None,None
8,Newry Walks,Kim,Edwards,30,Daughter,Divorced,Female,Magazine features editor,None,None
8,Newry Walks,Valerie,Edwards,27,Daughter,Single,Female,Art gallery manager,None,Christian
9,Newry Walks,Rebecca,Pratt,21,Head,Single,Female,University Student,None,None
9,Newry Walks,Katherine,Pratt,4,Daughter,NA,Female,Child,None,NA
9,Newry Walks,Daniel,Pratt,2,Son,NA,Male,Child,None,NA
9,Newry Walks,Gemma,Pratt,0,Daughter,NA,Female,Child,None,NA
9,Newry Walks,Justin,Thomas,52,Cousin,Single,Male,Nature conservation officer,None,Catholic
10,Newry Walks,Jade,Doyle,31,Head,Single,Female,Environmental health practitioner,None,None
11,Newry Walks,Hayley,Bryant,50,Head,Divorced,Female,Unemployed,None,None
11,Newry Walks,Jade,Bryant,20,Daughter,Single,Female,University Student,None,None
11,Newry Walks,Sian,Bryant,20,Daughter,Single,Female,University Student,None,None
11,Newry Walks,Barbara,Bryant,16,Daughter,NA,Female,Student,None,NA
12,Newry Walks,Kyle,Naylor,61,Head,Married,Male,"Administrator, sports",None,Catholic
12,Newry Walks,Jade,Naylor,59,Wife,Married,Female,Video editor,None,Catholic
12,Newry Walks,Olivia,Naylor,31,Daughter,Single,Female,"Editor, commissioning",None,Catholic
12,Newry Walks,Christian,Naylor,28,Son,Single,Male,Building services engineer,None,Catholic
12,Newry Walks,Paula,Naylor,16,Daughter,NA,Female,Student,None,NA
13,Newry Walks,Brian,Phillips,39,Head,Single,Male,Insurance risk surveyor,None,None
13,Newry Walks,Ben,Reed,57,None,Single,Male,Manufacturing systems engineer,None,None
13,Newry Walks,Amber,Wilkinson,44,None,Single,Female,"Development worker, community",None,Catholic
13,Newry Walks,Jodie,Thomas,22,None,Single,Female,University Student,None,None
13,Newry Walks,Graham,Thompson,34,None,Single,Male,Veterinary surgeon,None,Methodist
13,Newry Walks,Emma,Edwards,56,None,Single,Female,"Administrator, education",None,Christian
13,Newry Walks,Connor,Gibbs,41,None,Single,Male,"Horticulturist, commercial",None,None
13,Newry Walks,Kate,Gough,51,None,Single,Female,Petroleum engineer,None,Christian
13,Newry Walks,Zoe,Lewis,26,None,Divorced,Female,Armed forces operational officer,None,None
13,Newry Walks,Melanie,Martin,56,None,Single,Female,Medical sales representative,None,None
14,Newry Walks,Kayleigh,Cooke,50,Head,Married,Female,Accounting technician,None,None
14,Newry Walks,Joel,Cooke,52,Husband,Married,Male,"Education officer, environmental",None,None
14,Newry Walks,Eric,Cooke,26,Son,Single,Male,"Teacher, special educational needs",None,None
14,Newry Walks,Holly,Cooke,24,Daughter,Single,Female,Planning and development surveyor,None,None
14,Newry Walks,Barbara,Cooke,23,Daughter,Single,Female,"Surveyor, mining",None,None
14,Newry Walks,Diane,Cooke,19,Daughter,Divorced,Female,University Student,None,None
14,Newry Walks,Catherine,Cooke,17,Daughter,NA,Female,Student,None,NA
14,Newry Walks,Nicole,Cooke,14,Daughter,NA,Female,Student,None,NA
14,Newry Walks,Jordan,Cooke,10,Son,NA,Male,Student,None,NA
14,Newry Walks,Max,Cooke,6,Son,NA,Male,Student,None,NA
14,Newry Walks,Rosie,Cooke,5,Daughter,NA,Female,Student,None,NA
15,Newry Walks,Emily,Cole,84,Head,Married,Female,Retired Operational investment banker,None,Christian
15,Newry Walks,Ross,Cole,86,Husband,Married,Male,Retired Materials engineer,None,Christian
15,Newry Walks,Martyn,Cole,52,Son,Single,Male,Marine scientist,None,Christian
15,Newry Walks,Teresa,Cole,52,Daughter,Single,Female,Unemployed,None,None
15,Newry Walks,Luke,Cole,50,Son,Single,Male,Physiological scientist,None,Christian
15,Newry Walks,Derek,Cole,47,Son,Single,Male,Engineering geologist,None,Christian
15,Newry Walks,Jasmine,Webster-Cole,43,Daughter,Divorced,Female,"Teacher, special educational needs",None,Christian
15,Newry Walks,Marcus,Webster-Cole,39,Son,Single,Male,Television floor manager,None,Christian
15,Newry Walks,Elliot,Webster-Cole,32,Son,Widowed,Male,Information systems manager,None,Christian
15,Newry Walks,Gemma,Webster-Cole,28,Daughter,Single,Female,"Engineer, land",None,Christian
15,Newry Walks,Caroline,Webster-Cole,25,Daughter,Single,Female,"Psychologist, occupational",Physical Disability,None
15,Newry Walks,Gregory,Webster-Cole,25,Son,Single,Male,Tourist information centre manager,None,Christian
15,Newry Walks,Kathleen,Webster-Cole,20,Daughter,Single,Female,University Student,None,Christian
15,Newry Walks,Alexander,Webster-Cole,19,Son,Single,Male,University Student,None,Christian
15,Newry Walks,Vanessa,Webster-Cole,16,Daughter,NA,Female,Student,None,NA
15,Newry Walks,Amber,Webster-Cole,12,Daughter,NA,Female,Student,None,NA
15,Newry Walks,Donald,Jones,8,Son,NA,Male,Student,None,NA
15,Newry Walks,Owen,Jones,6,Son,NA,Male,Student,None,NA
15,Newry Walks,Arthur,Jones,2,Son,NA,Male,Child,None,NA
15,Newry Walks,Colin,Jones,2,Son,NA,Male,Child,None,NA
15,Newry Walks,Kenneth,Jones,28,Lodger,Divorced,Male,Radio producer,None,Muslim
16,Newry Walks,Vanessa,Hardy,55,Head,Single,Female,Magazine journalist,None,None
16,Newry Walks,Sheila,Hardy,13,Granddaughter,NA,Female,Student,None,NA
16,Newry Walks,Rosemary,Hardy,9,Granddaughter,NA,Female,Student,None,NA
16,Newry Walks,Charlene,Farmer,7,Granddaughter,NA,Female,Student,None,NA
16,Newry Walks,Samuel,Ashton,7,Grandson,NA,Male,Student,None,NA
17,Newry Walks,Carol,Rogers,41,Head,Single,Female,Architect,None,Jewish
17,Newry Walks,Gerard,Preston,42,Partner,Single,Male,Community development worker,None,Jewish
17,Newry Walks,Graham,Rogers,21,Son,Single,Male,University Student,None,None
17,Newry Walks,Jamie,Rogers,19,Son,Divorced,Male,University Student,None,Jewish
17,Newry Walks,Norman,Rogers,11,Son,NA,Male,Student,None,NA
18,Newry Walks,Stephanie,Harvey,32,Head,Married,Female,Chief Marketing Officer,None,None
18,Newry Walks,Mohammed,Harvey-Wilson,34,Husband,Married,Male,Mudlogger,None,None
18,Newry Walks,Mitchell,Harvey-Wilson,10,Son,NA,Male,Student,None,NA
18,Newry Walks,Declan,Harvey-Wilson,6,Son,NA,Male,Student,None,NA
18,Newry Walks,Jacob,Harvey-Wilson,4,Son,NA,Male,Child,None,NA
18,Newry Walks,Lawrence,Harvey-Wilson,4,Son,NA,Male,Child,None,NA
18,Newry Walks,Rhys,Harvey-Wilson,3,Son,NA,Male,Child,None,NA
18,Newry Walks,Hollie,Harvey-Wilson,1,Daughter,NA,Female,Child,None,NA
18,Newry Walks,Carolyn,Perry,62,Cousin,Divorced,Female,Civil Service administrator,None,None
18,Newry Walks,Oliver,Shaw,52,Sibling,Single,Male,Systems analyst,None,Christian
19,Newry Walks,Sheila,Rowe,71,Head,Single,Female,Retired Legal secretary,None,None
19,Newry Walks,Eric,Webb,73,Partner,Single,Male,"Retired Teacher, special educational needs",None,None
19,Newry Walks,Darren,Rowe,41,Son,Single,Male,"Engineer, electronics",None,None
19,Newry Walks,Joseph,Rowe,37,Son,Single,Male,"Engineer, land",None,None
19,Newry Walks,Nicola,Rowe,37,Daughter,Single,Female,Unemployed,None,None
19,Newry Walks,Leslie,Rowe,34,Son,Divorced,Male,Estate manager/land agent,None,None
19,Newry Walks,Jemma,Rowe,31,Daughter,Divorced,Female,"Horticulturist, commercial",None,None
19,Newry Walks,Nathan,Rowe,27,Son,Divorced,Male,Unemployed,None,None
19,Newry Walks,David,Rowe,24,Adopted Son,Single,Male,Print production planner,None,None
19,Newry Walks,Dean,Rowe,15,Son,NA,Male,Student,None,NA
20,Newry Walks,Rhys,Roberts,28,Head,Single,Male,Financial trader,None,None
20,Newry Walks,Philip,Harris,63,None,Single,Male,Armed forces operational officer,None,None
20,Newry Walks,Shane,Bruce,32,None,Single,Male,Clinical cytogeneticist,None,Catholic
20,Newry Walks,Yvonne,Hardy,45,None,Single,Female,Maintenance engineer,None,Catholic
20,Newry Walks,Jasmine,West,24,None,Single,Female,Trading standards officer,None,Christian
20,Newry Walks,Matthew,Lewis,43,None,Single,Male,Unemployed,None,None
21,Newry Walks,Eleanor,Jones,52,Head,Single,Female,IT sales professional,None,Methodist
21,Newry Walks,Andrew,Morris,56,None,Single,Male,Television/film/video producer,None,Christian
21,Newry Walks,Rosemary,Wright,35,None,Single,Female,Dispensing optician,None,None
21,Newry Walks,Andrea,Carr,46,None,Single,Female,"Engineer, aeronautical",None,Catholic
21,Newry Walks,Brenda,Williams,30,None,Single,Female,Facilities manager,None,None
21,Newry Walks,Daniel,Jackson,57,None,Single,Male,"Conservation officer, historic buildings",None,None
21,Newry Walks,Glenn,Wilson,20,None,Single,Male,University Student,None,None
21,Newry Walks,Lucy,Parsons,27,None,Single,Female,"Conservation officer, historic buildings",None,None
21,Newry Walks,Joyce,Pickering,26,None,Single,Female,Unemployed,None,Methodist
21,Newry Walks,Gavin,Davis,42,None,Single,Male,Radio broadcast assistant,None,Catholic
22,Newry Walks,Sara,Knowles,45,Head,Married,Female,Nature conservation officer,None,Christian
22,Newry Walks,Joel,Knowles,52,Husband,Married,Male,Careers adviser,None,Christian
22,Newry Walks,Tracey,Knowles,9,Daughter,NA,Female,Student,None,NA
22,Newry Walks,Brenda,Knowles,5,Daughter,NA,Female,Student,None,NA
22,Newry Walks,Nicola,Knowles,1,Daughter,NA,Female,Child,None,NA
23,Newry Walks,Maurice,Coates,22,Head,Single,Male,University Student,None,None
23,Newry Walks,Danny,Thomas,19,None,Single,Male,University Student,None,Catholic
23,Newry Walks,Melissa,Coleman,22,None,Single,Female,University Student,None,Christian
23,Newry Walks,Kate,Smith,28,None,Single,Female,PhD Student,None,None
23,Newry Walks,Vanessa,Mason,18,None,Single,Female,University Student,None,Christian
24,Newry Walks,Georgia,Rees,67,Head,Widowed,Female,"Chemist, analytical",None,None
24,Newry Walks,Julian,Rees,37,Son,Single,Male,Horticultural consultant,None,None
24,Newry Walks,Brenda,Rees,33,Daughter,Single,Female,"Librarian, public",None,None
24,Newry Walks,Guy,Rees,30,Son,Divorced,Male,Curator,None,None
24,Newry Walks,Paul,Rees,26,Son,Single,Male,Public librarian,None,None
25,Newry Walks,Louise,Williams,55,Head,Single,Female,Bonds trader,None,None
25,Newry Walks,Sheila,Williams,21,Daughter,Single,Female,University Student,None,None
25,Newry Walks,Kathryn,Williams,21,Daughter,Single,Female,University Student,None,None
25,Newry Walks,Paula,Williams,18,Daughter,Single,Female,Student,None,None
25,Newry Walks,Tracey,Cole-Williams,16,Daughter,NA,Female,Student,None,NA
25,Newry Walks,Dean,Cole-Williams,16,Son,NA,Male,Student,None,NA
25,Newry Walks,Albert,Cole-Williams,14,Son,NA,Male,Student,None,NA
25,Newry Walks,Justin,Cole-Williams,13,Son,NA,Male,Student,None,NA
25,Newry Walks,Allan,Cole-Williams,11,Son,NA,Male,Student,None,NA
26,Newry Walks,Jemma,Edwards,42,Head,Single,Female,"Teacher, special educational needs",None,Catholic
26,Newry Walks,Maria,Williams,50,None,Divorced,Female,"Engineer, energy",None,Catholic
26,Newry Walks,David,Matthews,50,None,Single,Male,Social researcher,None,Christian
26,Newry Walks,Jack,Collins,51,None,Single,Male,"Engineer, maintenance (IT)",None,None
26,Newry Walks,Mitchell,Price,43,None,Single,Male,Broadcast journalist,None,None
27,Newry Walks,Jay,Murphy,56,Head,Married,Male,"Administrator, arts",None,None
27,Newry Walks,Donna,Murphy,52,Wife,Married,Female,Water quality scientist,None,None
27,Newry Walks,Nicole,Rogers-Murphy,20,Neice,Single,Female,University Student,None,None
27,Newry Walks,Bethan,Howard,17,Neice,NA,Female,Student,None,NA
27,Newry Walks,Lawrence,Howard,13,Nephew,NA,Male,Student,None,NA
28,Newry Walks,Barbara,Owen,72,Head,Married,Female,"Retired Scientist, forensic",None,Christian
28,Newry Walks,Nathan,Owen,72,Husband,Married,Male,"Retired Physicist, medical",None,None
29,Newry Walks,Megan,Harris,80,Head,Married,Female,Retired Engineering geologist,None,Christian
29,Newry Walks,Benjamin,Harris,78,Husband,Married,Male,Retired Planning and development surveyor,None,None
29,Newry Walks,Conor,Harris,37,Son,Single,Male,Architectural technologist,None,Christian
29,Newry Walks,Steven,Harris,31,Son,Single,Male,"Programmer, systems",None,Christian
29,Newry Walks,Chelsea,Harris,27,Daughter,Single,Female,"Psychologist, forensic",None,Christian
30,Newry Walks,Marian,Sykes,44,Head,Married,Female,Unemployed,None,Christian
30,Newry Walks,Jeffrey,Sykes,49,Husband,Married,Male,IT sales professional,None,Christian
30,Newry Walks,Heather,Sykes,14,Daughter,NA,Female,Student,None,NA
30,Newry Walks,Ronald,Sykes,8,Son,NA,Male,Student,None,NA
30,Newry Walks,Kathleen,Ward-Sykes,4,Daughter,NA,Female,Child,None,NA
31,Newry Walks,Natalie,Cooper,29,Head,Single,Female,Unemployed,None,Muslim
31,Newry Walks,Antony,Cooper,4,Son,NA,Male,Child,None,NA
31,Newry Walks,Aaron,James,36,Lodger,Divorced,Male,Investment analyst,None,None
31,Newry Walks,Cameron,Cole,28,Visitor,Single,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
31,Newry Walks,Billy,Martin,62,Lodger,Single,Male,Unemployed,None,None
32,Newry Walks,Linda,Simpson,51,Head,Divorced,Female,"Engineer, civil (consulting)",None,None
32,Newry Walks,Billy,Simpson,27,Son,Divorced,Male,"Administrator, local government",None,None
32,Newry Walks,Suzanne,Simpson,22,Daughter,Single,Female,University Student,None,None
